node_id,metric_result
858,"[0.85060151 1.32361117 1.47129671 1.51987596 1.54264794 1.55562778
 1.56394747 1.56971066 1.57392861 1.57714455 1.57967517 1.5817171
 1.58339866 1.58480705 1.58600353 1.58703239 1.58792643 1.58871042
 1.58940345 1.59002043 1.5905732  1.59107126 1.59152233 1.59193275
 1.59230777]"
859,"[0.9509946  1.32179458 1.39232891 1.41435282 1.42478306 1.43079035
 1.4346709  1.43737505 1.43936355 1.4408856  1.44208726 1.44305963
 1.44386239 1.44453621 1.44510977 1.44560384 1.44603385 1.44641147
 1.44674571 1.44704363 1.44731084 1.44755185 1.44777033 1.4479693
 1.44815124]"
860,"[0.6464765  1.02828969 1.09809672 1.12491977 1.13907842 1.14801379
 1.15423382 1.15883262 1.16237629 1.16519181 1.16748278 1.16938309
 1.17098457 1.17235238 1.17353402 1.17456496 1.17547221 1.1762767
 1.17699491 1.17763996 1.17822248 1.1787511  1.17923296 1.17967399
 1.18007915]"
861,"[1.08530862 1.21522875 1.20993098 1.20997412 1.21247768 1.21451532
 1.21596502 1.21699869 1.21775521 1.21832499 1.21876556 1.21911419
 1.21939561 1.21962673 1.21981941 1.21998213 1.22012114 1.22024109
 1.22034554 1.22043721 1.22051824 1.22059035 1.22065487 1.22071293
 1.22076542]"
862,"[1.01686401 1.44123205 1.46573208 1.44921481 1.43577021 1.42679425
 1.42072654 1.41645766 1.41333267 1.41096489 1.40911814 1.40764247
 1.40643908 1.40544066 1.4046     1.40388312 1.403265   1.40272686
 1.40225432 1.40183623 1.4014638  1.40113002 1.40082923 1.40055681
 1.40030897]"
863,"[0.04947131 0.92685219 1.08118346 1.123196   1.14311116 1.15488533
 1.16271661 1.16832075 1.17253718 1.17582791 1.17846923 1.18063693
 1.18244837 1.18398496 1.18530499 1.18645133 1.18745621 1.18834433
 1.18913495 1.18984331 1.19048162 1.1910598  1.19158596 1.19206684
 1.19250804]"
864,"[0.0026769  0.5772245  0.88835603 1.0164575  1.0800787  1.11604041
 1.13835233 1.15319213 1.16360374 1.17122234 1.17698896 1.18147638
 1.18504973 1.187951   1.19034592 1.19235131 1.19405148 1.19550869
 1.19676971 1.19787033 1.19883833 1.19969556 1.20045943 1.20114395
 1.20176053]"
865,"[1.35477609 1.84105561 1.83614853 1.78498564 1.74226512 1.71018221
 1.68600829 1.66740414 1.65275556 1.64097719 1.63133042 1.6233018
 1.61652618 1.61073812 1.60574075 1.60138536 1.59755775 1.59416893
 1.59114857 1.58844044 1.58599909 1.58378736 1.58177465 1.57993551
 1.57824861]"
866,"[0.46656373 1.01386511 1.10888025 1.13757519 1.15133661 1.15954519
 1.1650389  1.16898619 1.17196382 1.17429166 1.1761622  1.17769845
 1.17898282 1.18007265 1.18100906 1.18182234 1.18253529 1.18316541
 1.18372633 1.18422888 1.1846817  1.18509184 1.18546505 1.18580612
 1.18611902]"
867,"[0.76845384 1.23678946 1.30801464 1.31104587 1.30589416 1.30065208
 1.29632556 1.29286059 1.29007232 1.28779875 1.28591761 1.28433938
 1.28299848 1.28184631 1.28084637 1.2799708  1.27919803 1.27851115
 1.27789673 1.27734395 1.27684406 1.27638985 1.27597537 1.27559564
 1.2752465 ]"
868,"[0.88515547 1.33543361 1.46107612 1.50704057 1.52879782 1.54089416
 1.5483771  1.55336899 1.55689074 1.55948454 1.56146106 1.56300927
 1.56424989 1.56526314 1.5661042  1.5668121  1.56741515 1.56793434
 1.5683855  1.56878081 1.56912975 1.56943981 1.56971698 1.56996611
 1.57019114]"
869,"[0.32697797 1.10374048 1.3015547  1.36657019 1.39528744 1.41076473
 1.42024949 1.42659035 1.43110078 1.43446079 1.43705437 1.43911349
 1.44078596 1.44217015 1.44333395 1.44432564 1.44518045 1.44592467
 1.4465783  1.44715684 1.44767244 1.44813478 1.44855166 1.44892945
 1.44927337]"
870,"[1.02770868 1.39130378 1.44009872 1.45466303 1.46228432 1.46706965
 1.47035442 1.47274382 1.47455686 1.47597787 1.47712061 1.47805897
 1.47884293 1.47950751 1.4800779  1.48057272 1.48100599 1.48138849
 1.48172862 1.48203302 1.48230703 1.48255498 1.4827804  1.48298623
 1.48317491]"
871,"[0.2831918  0.8462694  1.05857273 1.12717236 1.15697593 1.1730243
 1.18292756 1.1896135  1.19441924 1.19803553 1.20085329 1.20310971
 1.20495682 1.20649643 1.20779925 1.20891589 1.20988355 1.21073011
 1.21147695 1.21214068 1.21273443 1.2132687  1.213752   1.21419128
 1.21459228]"
872,"[0.86962667 1.21608298 1.36115711 1.4268599  1.46175959 1.48309386
 1.49741631 1.50767494 1.51537666 1.52136816 1.52616059 1.53008033
 1.53334542 1.53610696 1.53847294 1.54052258 1.54231527 1.54389644
 1.54530141 1.54655805 1.54768867 1.5487113  1.54964071 1.55048907
 1.55126654]"
873,"[0.29387153 0.84884083 1.03523086 1.12001049 1.16670528 1.19580709
 1.21553175 1.22972486 1.240402   1.24871357 1.25536103 1.26079521
 1.26531845 1.26914087 1.27241284 1.27524476 1.27771947 1.27990031
 1.28183652 1.28356696 1.28512269 1.28652883 1.28780592 1.2889709
 1.29003789]"
874,"[1.02366619 1.39083137 1.33973115 1.28175967 1.24530012 1.22302067
 1.20897353 1.19974112 1.19342288 1.18893944 1.18565599 1.18318498
 1.1812812  1.17978431 1.17858634 1.17761265 1.17681038 1.17614132
 1.17557734 1.17509731 1.17468519 1.1743286  1.17401784 1.17374526
 1.17350475]"
875,"[0.8220778  1.29475624 1.44303545 1.50051564 1.52830882 1.54407306
 1.554031   1.5608148  1.56569922 1.5693671  1.5722136  1.57448175
 1.57632853 1.5778595  1.57914806 1.58024677 1.58119415 1.58201908
 1.58274358 1.58338474 1.58395602 1.58446814 1.58492975 1.58534792
 1.58572845]"
876,"[0.83141444 0.77787692 0.90404884 1.00556826 1.06026052 1.09328209
 1.11520614 1.13078138 1.14240502 1.15140764 1.15858443 1.16443904
 1.16930574 1.17341497 1.17693073 1.17997287 1.18263103 1.18497358
 1.18705356 1.18891277 1.19058458 1.19209596 1.19346895 1.19472171
 1.19586937]"
877,"[0.39367343 0.89380229 1.05975376 1.14461754 1.19334373 1.22419223
 1.2452461  1.26044735 1.27190343 1.28083012 1.28797343 1.29381464
 1.29867738 1.30278691 1.30630463 1.30934914 1.31200947 1.31435371
 1.31643484 1.31829464 1.31996652 1.32147752 1.32284973 1.32410139
 1.32524768]"
878,"[0.55291833 1.06183462 1.21256823 1.27732347 1.31218139 1.33372355
 1.34829271 1.35878223 1.36668739 1.37285515 1.37779999 1.38185201
 1.38523255 1.3880955  1.39055112 1.39268049 1.3945445  1.39618981
 1.39765275 1.39896204 1.40014065 1.40120721 1.40217696 1.40306252
 1.40387438]"
879,"[0.89333238 1.1884645  1.24906028 1.27893437 1.29474975 1.30417781
 1.31035079 1.31467827 1.31786936 1.32031492 1.32224652 1.32380955
 1.3250996  1.32618204 1.327103   1.32789594 1.32858571 1.32919116
 1.32972679 1.33020399 1.33063181 1.33101751 1.33136701 1.33168516
 1.331976  ]"
880,"[0.61540494 1.03634758 1.10963961 1.14116458 1.15899214 1.17027686
 1.17799583 1.18358472 1.1878088  1.19110937 1.1937574  1.19592792
 1.19773881 1.19927228 1.20058733 1.20172738 1.20272511 1.20360554
 1.20438817 1.20508841 1.20571859 1.20628873 1.20680699 1.20728014
 1.20771383]"
881,"[0.7599793  1.21417382 1.32915996 1.38277769 1.41383196 1.43410034
 1.44834417 1.45888302 1.46698535 1.47340265 1.4786077  1.4829124
 1.48653057 1.48961358 1.49227149 1.49458624 1.49662004 1.49842096
 1.50002672 1.50146735 1.502767   1.50394536 1.50501863 1.50600024
 1.50690143]"
882,"[0.76439116 1.39069696 1.49062929 1.51688447 1.53086127 1.5404827
 1.54762256 1.55311908 1.55746457 1.56097595 1.56386635 1.56628363
 1.5683331  1.57009148 1.57161588 1.57294954 1.57412581 1.57517075
 1.57610503 1.57694521 1.57770475 1.57839465 1.57902402 1.57960047
 1.58013036]"
883,"[0.73621063 1.1585598  1.31478769 1.37300087 1.39929938 1.41343238
 1.42199892 1.42764993 1.43161536 1.43453117 1.43675476 1.43850052
 1.43990404 1.44105482 1.44201412 1.44282515 1.44351922 1.44411949
 1.44464348 1.44510465 1.44551349 1.44587831 1.44620577 1.44650126
 1.44676919]"
884,"[0.76129134 1.18053155 1.22877708 1.24110743 1.24759354 1.25230196
 1.25605313 1.25912699 1.26168182 1.26382931 1.26565331 1.26721773
 1.26857175 1.26975352 1.27079287 1.27171337 1.27253381 1.27326934
 1.27393223 1.27453258 1.27507871 1.27557755 1.27603491 1.27645572
 1.27684413]"
885,"[0.61595082 1.16637894 1.30540652 1.35058155 1.37132671 1.38292555
 1.39024473 1.39525216 1.39888054 1.40162452 1.40376924 1.40549002
 1.4069003  1.40807659 1.40907231 1.40992584 1.41066545 1.41131242
 1.41188306 1.41239007 1.41284349 1.41325136 1.4136202  1.41395534
 1.41426119]"
886,"[0.82628851 1.30249213 1.45733123 1.5108623  1.53644302 1.55128298
 1.56096631 1.56778814 1.57285743 1.5767748  1.579894   1.58243705
 1.58455044 1.58633478 1.58786149 1.58918269 1.59033729 1.59135497
 1.59225874 1.59306673 1.5937934  1.59445044 1.59504741 1.5955922
 1.59609135]"
887,"[0.78937916 1.16357835 1.291151   1.35572026 1.39261808 1.41588864
 1.4317241  1.44313132 1.45171205 1.45838781 1.46372273 1.46808015
 1.47170395 1.47476367 1.47738065 1.47964394 1.48162032 1.48336084
 1.48490515 1.48628453 1.48752396 1.48864364 1.48966007 1.49058686
 1.49143534]"
888,"[0.3445606  0.90662653 1.17834735 1.28962353 1.3467028  1.38055198
 1.40266391 1.41812619 1.4294945  1.43817906 1.4450162  1.450531
 1.45506864 1.45886484 1.46208576 1.46485174 1.46725198 1.46935394
 1.47120957 1.47285948 1.47433585 1.47566453 1.47686652 1.477959
 1.47895621]"
889,"[0.46676073 0.7304879  0.99578465 1.12269076 1.18937701 1.22916748
 1.25523244 1.2735006  1.28696343 1.29727314 1.30540972 1.31198858
 1.31741446 1.32196396 1.32583226 1.32916086 1.3320548  1.33459363
 1.33683868 1.33883796 1.3406296  1.34224426 1.34370685 1.34503783
 1.34625417]"
890,"[1.0609816  1.70303775 1.75814163 1.7283542  1.69413098 1.66591338
 1.64363845 1.62598224 1.61177947 1.60016645 1.59052309 1.58240301
 1.5754806  1.56951447 1.56432264 1.55976579 1.55573562 1.55214686
 1.54893147 1.54603459 1.54341152 1.54102547 1.53884594 1.53684738
 1.53500829]"
891,"[0.82133661 1.24627278 1.35715935 1.39972165 1.42162282 1.43488031
 1.44374409 1.45007882 1.45482762 1.4585177  1.46146646 1.46387623
 1.46588202 1.4675773  1.46902884 1.47028557 1.47138416 1.47235264
 1.4732128  1.47398182 1.47467344 1.47529877 1.47586689 1.4763853
 1.47686024]"
892,"[1.09414696e-05 1.58591921e-01 4.00591865e-01 4.94214499e-01
 5.37234379e-01 5.60476029e-01 5.74588848e-01 5.83914053e-01
 5.90473024e-01 5.95310347e-01 5.99012026e-01 6.01929086e-01
 6.04283287e-01 6.06220993e-01 6.07842409e-01 6.09218289e-01
 6.10399933e-01 6.11425392e-01 6.12323463e-01 6.13116318e-01
 6.13821298e-01 6.14452156e-01 6.15019929e-01 6.15533579e-01
 6.16000454e-01]"
893,"[0.50430671 0.619558   0.64913337 0.6840261  0.70303149 0.71434838
 0.72177893 0.72701698 0.73090472 0.7339038  0.73628744 0.73822739
 0.73983701 0.74119405 0.74235368 0.74335605 0.74423113 0.74500174
 0.74568554 0.74629641 0.74684544 0.74734157 0.7477921  0.74820303
 0.74857937]"
894,"[0.08062901 0.59097569 0.76773459 0.8386989  0.8765045  0.8998461
 0.91563597 0.92700552 0.93557243 0.94225405 0.94760825 0.95199329
 0.95564954 0.95874419 0.96139703 0.96369613 0.96570767 0.9674823
 0.96905947 0.97047035 0.97173988 0.97288824 0.97393199 0.97488476
 0.97575795]"
895,"[0.23345281 0.81917225 1.02556062 1.11472517 1.16306626 1.19300255
 1.21322877 1.22775658 1.23867311 1.24716452 1.25395209 1.25949854
 1.26411378 1.26801296 1.27134996 1.27423769 1.27676082 1.27898405
 1.28095771 1.28272145 1.284307   1.28573998 1.28704138 1.28822846
 1.28931565]"
896,"[0.93809287 1.32735096 1.39699762 1.41364763 1.41943309 1.42197055
 1.42327185 1.42401784 1.42448245 1.42479085 1.42500611 1.42516258
 1.42528016 1.42537099 1.42544282 1.42550076 1.4255483  1.42558789
 1.42562129 1.4256498  1.42567437 1.42569574 1.42571448 1.42573104
 1.42574575]"
897,"[0.73934852 1.16454517 1.30354329 1.36761771 1.40393708 1.42694095
 1.44266897 1.4540441  1.46262922 1.46932724 1.47469296 1.4790848
 1.48274405 1.48583884 1.48848974 1.49078544 1.49279256 1.49456211
 1.49613376 1.49753886 1.49880249 1.49994493 1.50098279 1.50192975
 1.50279725]"
898,"[0.80116608 1.11475342 1.20044763 1.21347265 1.2145872  1.21357263
 1.21228867 1.21111984 1.21012685 1.2092959  1.20859951 1.20801173
 1.20751119 1.20708103 1.2067081  1.20638215 1.2060951  1.20584058
 1.20561348 1.20540969 1.20522587 1.20505925 1.20490757 1.20476894
 1.20464175]"
899,"[0.69076695 1.17971037 1.21784274 1.21304946 1.2079711  1.20454184
 1.2021946  1.20050741 1.19923972 1.19825266 1.19746199 1.19681405
 1.19627313 1.19581453 1.19542067 1.19507864 1.19477878 1.1945137
 1.19427763 1.19406605 1.19387531 1.19370246 1.19354509 1.1934012
 1.19326912]"
900,"[0.29246127 1.06431305 1.23957212 1.28986757 1.31142745 1.32300419
 1.33011902 1.33489638 1.33830975 1.34086286 1.34284075 1.34441604
 1.3456991  1.34676362 1.34766059 1.34842638 1.34908761 1.34966418
 1.35017128 1.35062068 1.35102164 1.35138157 1.35170642 1.35200106
 1.3522695 ]"
901,"[1.06869712 1.58325658 1.625761   1.61711997 1.61047122 1.60668841
 1.60439497 1.60287563 1.60179312 1.60097842 1.60033973 1.59982335
 1.5993958  1.59903506 1.59872604 1.59845798 1.59822298 1.59801512
 1.59782984 1.59766355 1.59751343 1.59737719 1.59725294 1.59713916
 1.59703455]"
902,"[0.55594578 1.10028139 1.23956428 1.2959667  1.32606667 1.34474918
 1.35747328 1.3666979  1.37369243 1.37917839 1.38359627 1.38723025
 1.39027191 1.39285512 1.39507622 1.39700633 1.39869911 1.40019577
 1.40152852 1.40272287 1.40379932 1.4047745  1.40566204 1.40647326
 1.40721758]"
903,"[0.2264179  0.69219236 0.82007187 0.85520111 0.86740721 0.87278944
 0.87559613 0.8772409  0.87828928 0.87900086 0.8795078  0.87988308
 0.88016966 0.88039417 0.88057386 0.88072032 0.88084157 0.88094332
 0.88102971 0.88110383 0.88116802 0.88122405 0.88127334 0.88131699
 0.88135587]"
904,"[0.57953046 1.20924014 1.342054   1.38199886 1.39983144 1.40983444
 1.41622719 1.42066375 1.42392217 1.42641632 1.42838661 1.42998223
 1.43130066 1.43240829 1.43335188 1.43416533 1.4348738  1.43549636
 1.43604773 1.43653946 1.43698071 1.43737888 1.43773998 1.43806895
 1.43836989]"
905,"[0.83903908 1.48195057 1.52805136 1.5193499  1.51512319 1.51421032
 1.51447062 1.51506923 1.51571913 1.51632741 1.51686926 1.51734354
 1.51775675 1.51811712 1.51843257 1.51871002 1.51895534 1.51917339
 1.51936821 1.51954313 1.51970091 1.51984386 1.51997389 1.52009263
 1.52020145]"
906,"[0.76257573 1.39493849 1.5512125  1.59518097 1.60916019 1.61343147
 1.61412315 1.61341098 1.61215786 1.61073088 1.6092916  1.60791056
 1.60661616 1.60541686 1.60431168 1.60329542 1.60236113 1.6015015
 1.60070938 1.59997814 1.59930174 1.59867474 1.5980923  1.59755011
 1.59704435]"
907,"[0.88737261 1.2770345  1.37198537 1.39903064 1.40901616 1.41359233
 1.41603117 1.41747758 1.41840543 1.41903717 1.4194878  1.41982142
 1.42007604 1.42027532 1.42043463 1.4205643  1.42067151 1.42076134
 1.42083752 1.42090278 1.42095923 1.42100845 1.42105169 1.42108994
 1.42112398]"
908,"[0.77802928 1.28118386 1.41937816 1.46843695 1.49185884 1.50516356
 1.51361059 1.51939896 1.52359079 1.52675563 1.5292239  1.53119952
 1.53281467 1.53415856 1.53529347 1.53626412 1.53710343 1.53783612
 1.53848113 1.53905318 1.53956391 1.5400226  1.54043676 1.54081255
 1.54115504]"
909,"[0.93289552 1.56053852 1.62831396 1.62542259 1.61561847 1.60664848
 1.59935122 1.59351001 1.58880153 1.58495657 1.58177273 1.57910111
 1.57683197 1.57488355 1.57319411 1.5717164  1.57041374 1.56925732
 1.56822419 1.56729591 1.5664575  1.56569665 1.5650032  1.56436866
 1.56378589]"
910,"[1.06350046 1.31912976 1.36682816 1.38126871 1.38784601 1.39163348
 1.3941178  1.39588234 1.39720431 1.39823339 1.39905805 1.39973409
 1.40029859 1.40077717 1.40118813 1.40154489 1.40185754 1.4021338
 1.40237968 1.40259995 1.4027984  1.40297814 1.40314169 1.40329114
 1.40342825]"
911,"[0.62721161 1.36375051 1.63814231 1.74308935 1.79336716 1.82127777
 1.83843795 1.84979931 1.85775238 1.86356561 1.86796356 1.87138522
 1.87410969 1.87632166 1.87814753 1.87967631 1.88097229 1.8820829
 1.88304383 1.88388235 1.88461965 1.8852724  1.88585389 1.88637482
 1.88684389]"
912,"[0.2650508  1.13685675 1.28869812 1.3084937  1.30617389 1.30068369
 1.29556427 1.29135134 1.28797044 1.2852528  1.28304625 1.28123225
 1.27972208 1.27844978 1.27736604 1.27643367 1.27562425 1.27491581
 1.27429117 1.27373672 1.27324158 1.27279694 1.27239564 1.27203178
 1.27170044]"
913,"[0.39076091 0.80989338 0.98799256 1.0631087  1.10270486 1.12684461
 1.14301535 1.15457433 1.16323587 1.16996231 1.17533405 1.1797213
 1.18337107 1.18645433 1.18909314 1.19137689 1.19337259 1.19513139
 1.19669304 1.19808887 1.19934393 1.20047845 1.201509   1.20244921
 1.20331045]"
914,"[0.11345242 0.86246772 1.07438602 1.16296492 1.2096782  1.23803048
 1.25690718 1.27031662 1.28030677 1.28802471 1.29415983 1.29915006
 1.30328638 1.30676939 1.30974171 1.31230744 1.31454431 1.31651148
 1.31825479 1.31981026 1.32120661 1.322467   1.3236103  1.32465209
 1.32560526]"
915,"[0.79994204 1.42182704 1.40320426 1.36305171 1.34002936 1.32741328
 1.32012418 1.31563404 1.3127038  1.31069639 1.30926466 1.30820878
 1.30740795 1.30678602 1.30629316 1.30589572 1.30557034 1.30530039
 1.30507381 1.30488162 1.3047171  1.30457507 1.30445153 1.30434335
 1.304248  ]"
916,"[0.51680709 1.16339995 1.35200433 1.42647645 1.46454067 1.48729525
 1.50233807 1.51299091 1.52091872 1.52704311 1.53191394 1.53587891
 1.53916842 1.54194104 1.54430943 1.5463558  1.5481415  1.54971329
 1.55110735 1.55235219 1.55347051 1.55448064 1.55539754 1.55623354
 1.55699888]"
917,"[0.76521075 1.23541542 1.2825617  1.3003745  1.31031113 1.31651004
 1.32069493 1.32369148 1.32593519 1.32767455 1.32906064 1.33019018
 1.33112782 1.33191829 1.33259351 1.33317683 1.33368574 1.33413356
 1.33453061 1.33488504 1.33520335 1.33549075 1.33575155 1.33598925
 1.3362068 ]"
918,"[0.50045418 1.08265129 1.21547493 1.26384531 1.28796935 1.30217284
 1.31144957 1.31795278 1.32275095 1.3264304  1.32933813 1.33169201
 1.33363543 1.33526645 1.33665439 1.33784953 1.33888924 1.33980188
 1.34060929 1.34132863 1.3419735  1.34255487 1.34308166 1.34356117
 1.34399949]"
919,"[0.35646932 1.00556069 1.2673617  1.3629868  1.40757348 1.43248299
 1.44814108 1.45880726 1.46650387 1.47230223 1.4768186  1.48043091
 1.48338304 1.48583908 1.48791328 1.48968753 1.49122201 1.49256193
 1.49374183 1.4947886  1.49572343 1.49656329 1.49732187 1.49801037
 1.49863803]"
920,"[0.463443   0.8109622  0.94510877 0.99878933 1.02727732 1.04479561
 1.05659961 1.06506872 1.07143009 1.07637795 1.08033341 1.08356617
 1.08625677 1.08853046 1.09047678 1.09216145 1.09363375 1.09493132
 1.09608347 1.09711327 1.09803919 1.09887616 1.09963639 1.10032996
 1.10096524]"
921,"[1.28992334 1.58855285 1.57378137 1.56917136 1.5719941  1.57575529
 1.57913133 1.58196321 1.58431552 1.58628027 1.58793741 1.58934986
 1.59056598 1.59162287 1.59254918 1.59336727 1.5940948  1.59474583
 1.59533169 1.59586162 1.5963432  1.59678272 1.59718542 1.59755572
 1.59789736]"
922,"[0.343547   1.01530289 1.17966193 1.24214227 1.2738221  1.29275699
 1.30529924 1.31420379 1.32084765 1.32599274 1.33009393 1.33343923
 1.33621978 1.33856734 1.34057568 1.34231334 1.34383156 1.34516942
 1.34635726 1.34741896 1.34837359 1.34923658 1.35002051 1.35073577
 1.35139101]"
923,"[0.55459334 1.2435586  1.40202057 1.46469959 1.49694368 1.51614482
 1.52875011 1.53761238 1.54416397 1.54919558 1.55317681 1.55640315
 1.55906938 1.56130893 1.56321613 1.56485955 1.56629016 1.56754663
 1.56865885 1.56965023 1.5705394  1.57134136 1.5720683  1.57273027
 1.57333558]"
924,"[0.41028181 0.82570974 0.92676916 0.97118177 0.99564327 1.01098177
 1.02145049 1.0290326  1.03476948 1.03925789 1.04286344 1.04582221
 1.04829329 1.05038768 1.05218519 1.0537446  1.05511017 1.05631586
 1.05738814 1.05834796 1.0592121  1.05999416 1.0607053  1.06135474
 1.06195016]"
925,"[0.85974071 1.28017527 1.37411239 1.41482988 1.43920765 1.45553099
 1.46718683 1.47590066 1.48264802 1.48802008 1.49239465 1.49602382
 1.49908189 1.50169305 1.50394811 1.50591494 1.50764526 1.50917917
 1.5105482  1.51177751 1.5128874  1.51389441 1.51481219 1.51565207
 1.51642355]"
926,"[0.72077457 1.21843588 1.34185543 1.3890096  1.41315738 1.42774519
 1.43749565 1.44446811 1.44969995 1.45376978 1.45702556 1.45968903
 1.46190817 1.46378549 1.46539423 1.46678813 1.4680075  1.46908315
 1.47003906 1.47089415 1.47166357 1.47235955 1.47299214 1.47356961
 1.47409886]"
927,"[0.43773477 1.02974041 1.1545659  1.19500575 1.21374774 1.22431168
 1.23101595 1.23562068 1.23896634 1.24150135 1.24348547 1.24507898
 1.24638591 1.24747659 1.24840022 1.2491922  1.24987863 1.25047918
 1.25100894 1.25147967 1.25190067 1.2522794  1.2526219  1.2529331
 1.2532171 ]"
